	mcse_mean	mcse_sd	ess_bulk	ess_tail	r_hat
decay_rate[0]	0.00888	0.00628	1874.84677	2302.24968	1.00102
halflife[0]	0.00019	0.00013	1874.84677	2302.24968	1.00102
initial_log_titer[0]	0.0128	0.00905	2040.84624	2530.90718	1.00206
initial_log_titer[1]	0.01305	0.00923	1999.74199	2690.77738	1.00122
initial_log_titer[2]	0.01175	0.00831	2770.64402	2959.5044	1.00096
initial_log_titer[3]	0.01055	0.00746	4096.06271	3025.20278	1.00085
initial_log_titer[4]	0.01039	0.00738	4080.75838	3060.81693	1.00149
initial_log_titer[5]	0.01076	0.00763	3884.60435	3165.75599	1.00016
initial_log_titer[6]	0.01008	0.00713	4198.60313	3020.74517	1.00072
initial_log_titer[7]	0.01049	0.00742	3855.65806	3059.63356	1.00067
initial_log_titer[8]	0.01045	0.00739	3986.8643	3048.145	0.99977
initial_log_titer[9]	0.00917	0.00648	2348.17008	2670.54806	1.00074
initial_log_titer[10]	0.00941	0.00666	2496.03563	2569.7032	1.00069
initial_log_titer[11]	0.00945	0.00671	2194.45584	2796.28786	1.00192
initial_log_titer[12]	0.00444	0.00314	4870.91621	3502.94746	1.00106
initial_log_titer[13]	0.0046	0.00326	3954.34857	3246.42899	1.00007
initial_log_titer[14]	0.00454	0.00321	4122.07165	3874.5543	1.00053
initial_log_titer[15]	0.01119	0.00805	3522.07563	2773.81419	1.00132
initial_log_titer[16]	0.01113	0.00787	3805.701	2724.77797	1.00206
initial_log_titer[17]	0.01017	0.00719	4278.05554	3039.77602	1.00072
initial_log_titer[18]	0.0112	0.00792	3648.92988	3130.20196	1.00095
initial_log_titer[19]	0.01071	0.00758	3848.27863	2981.45423	1.00024
initial_log_titer[20]	0.01171	0.00828	3128.14416	3390.46637	1.00188
initial_log_titer[21]	0.01035	0.00733	4134.91003	3063.99352	1.00122
initial_log_titer[22]	0.01034	0.00731	4372.19026	2956.21771	1.00133
initial_log_titer[23]	0.01022	0.00728	4225.64411	2755.4462	1.0
initial_log_titer[24]	0.01095	0.00774	3695.67392	3083.16345	1.00156
initial_log_titer[25]	0.01021	0.00726	4338.24226	3244.05033	1.00065
initial_log_titer[26]	0.01045	0.00746	4029.87238	2996.14001	1.00131
initial_log_titer[27]	0.00708	0.00501	3090.81618	2954.49631	1.00053
initial_log_titer[28]	0.00648	0.00458	3144.36618	2883.82913	1.00058
initial_log_titer[29]	0.0064	0.00453	3314.21216	3299.27043	1.00041
initial_log_titer[30]	0.01036	0.00733	4267.11498	2955.63518	1.00551
initial_log_titer[31]	0.01075	0.0076	3673.42787	3109.14542	1.00209
initial_log_titer[32]	0.01083	0.00766	3811.88144	3050.56565	1.00056
initial_log_titer[33]	0.01068	0.00756	3961.06878	3364.48603	1.0003
initial_log_titer[34]	0.0108	0.00764	3906.99775	2998.07681	1.00112
initial_log_titer[35]	0.01032	0.00736	4228.09393	2979.25179	1.00442
log_halflife[0]	0.00232	0.00164	1874.84677	2302.24968	1.00102
log_titer[0]	0.00399	0.00282	6363.46488	2916.16713	1.00109
log_titer[1]	0.00381	0.00269	5172.10349	2718.21415	1.00086
log_titer[2]	0.00545	0.00617	7042.03471	3140.06491	1.00066
log_titer[3]	0.08182	0.05786	1896.07259	2437.32335	1.00103
log_titer[4]	0.08094	0.05724	1939.57115	2054.30745	1.00088
log_titer[5]	0.08077	0.05712	1961.35664	2457.12911	1.00089
log_titer[6]	0.1261	0.08918	1867.41219	2452.71917	1.0011
log_titer[7]	0.12548	0.08874	1900.17177	2135.6536	1.0009
log_titer[8]	0.12568	0.08888	1901.06423	2466.08081	1.00134
log_titer[9]	0.00282	0.00199	7074.69211	3160.16671	1.00058
log_titer[10]	0.00354	0.0025	6722.67691	3303.4161	1.00244
log_titer[11]	0.00259	0.00183	8156.48659	3393.38805	1.00182
log_titer[12]	0.00302	0.00213	7748.74559	3244.56772	1.00066
log_titer[13]	0.00298	0.00211	6611.46539	2986.37423	1.00208
log_titer[14]	0.00314	0.00222	5939.7447	3598.11219	1.00001
log_titer[15]	0.16863	0.11926	1917.79496	2189.4169	1.00113
log_titer[16]	0.16956	0.11992	1893.94276	2187.75285	1.00111
log_titer[17]	0.1701	0.12029	1879.79653	2376.53062	1.00102
log_titer[18]	0.01125	0.00822	3945.36098	3114.70558	1.00129
log_titer[19]	0.01116	0.00828	3935.37715	2902.11519	1.00035
log_titer[20]	0.01109	0.00798	3895.731	3168.09746	0.99985
log_titer[21]	0.25879	0.18302	1879.03071	2250.04592	1.00099
log_titer[22]	0.25902	0.18318	1872.93547	2404.23857	1.00099
log_titer[23]	0.25889	0.18309	1875.88749	2318.90622	1.00103
log_titer[24]	0.01961	0.01387	2582.52686	2779.83275	1.00094
log_titer[25]	0.0192	0.0136	2743.80917	3160.20088	1.00108
log_titer[26]	0.01926	0.01362	2684.73153	2596.11658	1.00089
log_titer[27]	0.0032	0.00226	8197.33291	3324.87373	1.00115
log_titer[28]	0.00254	0.00179	9679.33274	2970.04906	1.0004
log_titer[29]	0.00306	0.00217	6848.68831	3123.50763	1.00171
log_titer[30]	0.03731	0.02638	2089.14453	2234.84751	1.00054
log_titer[31]	0.03621	0.02561	2182.60901	2162.91357	1.00108
log_titer[32]	0.03717	0.02629	2067.71949	2255.26026	1.00187
log_titer[33]	0.05895	0.04169	2023.68836	2192.19464	1.00124
log_titer[34]	0.05883	0.04161	1969.71227	2114.49852	1.00081
log_titer[35]	0.05942	0.04202	1965.16096	2062.28039	1.00102
log_titer_intercept[0]	0.0128	0.00905	2040.84624	2530.90718	1.00206
log_titer_intercept[1]	0.01305	0.00923	1999.74199	2690.77738	1.00122
log_titer_intercept[2]	0.01175	0.00831	2770.64402	2959.5044	1.00096
log_titer_intercept[3]	0.01055	0.00746	4096.06271	3025.20278	1.00085
log_titer_intercept[4]	0.01039	0.00738	4080.75838	3060.81693	1.00149
log_titer_intercept[5]	0.01076	0.00763	3884.60435	3165.75599	1.00016
log_titer_intercept[6]	0.01008	0.00713	4198.60313	3020.74517	1.00072
log_titer_intercept[7]	0.01049	0.00742	3855.65806	3059.63356	1.00067
log_titer_intercept[8]	0.01045	0.00739	3986.8643	3048.145	0.99977
log_titer_intercept[9]	0.00917	0.00648	2348.17008	2670.54806	1.00074
log_titer_intercept[10]	0.00941	0.00666	2496.03563	2569.7032	1.00069
log_titer_intercept[11]	0.00945	0.00671	2194.45584	2796.28786	1.00192
log_titer_intercept[12]	0.00444	0.00314	4870.91621	3502.94746	1.00106
log_titer_intercept[13]	0.0046	0.00326	3954.34857	3246.42899	1.00007
log_titer_intercept[14]	0.00454	0.00321	4122.07165	3874.5543	1.00053
log_titer_intercept[15]	0.01119	0.00805	3522.07563	2773.81419	1.00132
log_titer_intercept[16]	0.01113	0.00787	3805.701	2724.77797	1.00206
log_titer_intercept[17]	0.01017	0.00719	4278.05554	3039.77602	1.00072
log_titer_intercept[18]	0.0112	0.00792	3648.92988	3130.20196	1.00095
log_titer_intercept[19]	0.01071	0.00758	3848.27863	2981.45423	1.00024
log_titer_intercept[20]	0.01171	0.00828	3128.14416	3390.46637	1.00188
log_titer_intercept[21]	0.01035	0.00733	4134.91003	3063.99352	1.00122
log_titer_intercept[22]	0.01034	0.00731	4372.19026	2956.21771	1.00133
log_titer_intercept[23]	0.01022	0.00728	4225.64411	2755.4462	1.0
log_titer_intercept[24]	0.01095	0.00774	3695.67392	3083.16345	1.00156
log_titer_intercept[25]	0.01021	0.00726	4338.24226	3244.05033	1.00065
log_titer_intercept[26]	0.01045	0.00746	4029.87238	2996.14001	1.00131
log_titer_intercept[27]	0.00708	0.00501	3090.81618	2954.49631	1.00053
log_titer_intercept[28]	0.00648	0.00458	3144.36618	2883.82913	1.00058
log_titer_intercept[29]	0.0064	0.00453	3314.21216	3299.27043	1.00041
log_titer_intercept[30]	0.01036	0.00733	4267.11498	2955.63518	1.00551
log_titer_intercept[31]	0.01075	0.0076	3673.42787	3109.14542	1.00209
log_titer_intercept[32]	0.01083	0.00766	3811.88144	3050.56565	1.00056
log_titer_intercept[33]	0.01068	0.00756	3961.06878	3364.48603	1.0003
log_titer_intercept[34]	0.0108	0.00764	3906.99775	2998.07681	1.00112
log_titer_intercept[35]	0.01032	0.00736	4228.09393	2979.25179	1.00442
log_titer_intercept_decentered[0]	0.01071	0.00911	3764.98247	2978.68384	1.00038
log_titer_intercept_decentered[1]	0.0121	0.00856	2960.19709	3262.82031	1.00069
log_titer_intercept_decentered[2]	0.01	0.00915	6105.99468	3145.62151	1.00208
log_titer_intercept_decentered[3]	0.01135	0.02075	7930.31389	2467.01513	1.00189
log_titer_intercept_decentered[4]	0.01047	0.01676	9104.39309	2922.8164	1.00075
log_titer_intercept_decentered[5]	0.01115	0.01815	8272.43751	2939.79301	1.00116
log_titer_intercept_decentered[6]	0.01052	0.01712	8550.39334	3072.61169	0.99972
log_titer_intercept_decentered[7]	0.01029	0.01717	8992.77311	2909.01731	0.99971
log_titer_intercept_decentered[8]	0.01051	0.01933	8936.09235	2387.30593	1.00026
log_titer_intercept_decentered[9]	0.00798	0.00617	4209.76292	2930.15	1.00142
log_titer_intercept_decentered[10]	0.0093	0.00663	4048.51973	3672.29213	1.00249
log_titer_intercept_decentered[11]	0.00814	0.00617	3985.23886	3385.38385	1.003
log_titer_intercept_decentered[12]	0.01119	0.00791	2995.30033	3071.26579	1.00129
log_titer_intercept_decentered[13]	0.01116	0.00789	2732.77424	2838.77835	1.00129
log_titer_intercept_decentered[14]	0.01152	0.00828	2576.24485	2806.76038	1.00066
log_titer_intercept_decentered[15]	0.01012	0.01788	10415.15993	2782.56349	0.99973
log_titer_intercept_decentered[16]	0.01156	0.01772	7570.0674	2625.04177	1.00352
log_titer_intercept_decentered[17]	0.0097	0.01825	10213.55694	2897.92104	1.00175
log_titer_intercept_decentered[18]	0.01083	0.01839	8711.01241	2807.06078	1.0
log_titer_intercept_decentered[19]	0.01035	0.01898	8975.93203	2545.47028	0.99982
log_titer_intercept_decentered[20]	0.01116	0.01595	7437.3635	2903.51996	1.00089
log_titer_intercept_decentered[21]	0.01061	0.01915	9092.94605	2891.63179	1.00067
log_titer_intercept_decentered[22]	0.01117	0.0202	8587.59238	2664.1547	1.00446
log_titer_intercept_decentered[23]	0.01028	0.01719	9525.0326	2823.38469	1.00084
log_titer_intercept_decentered[24]	0.01093	0.01689	8376.60461	3045.04984	1.00036
log_titer_intercept_decentered[25]	0.00989	0.01869	10512.25002	2717.91735	1.00151
log_titer_intercept_decentered[26]	0.0111	0.01754	8040.12509	2805.47214	1.00297
log_titer_intercept_decentered[27]	0.00885	0.00637	4466.76057	3064.91323	1.00052
log_titer_intercept_decentered[28]	0.00861	0.00789	4023.87701	2783.49349	1.00209
log_titer_intercept_decentered[29]	0.00919	0.00679	3650.75313	3327.50772	1.00087
log_titer_intercept_decentered[30]	0.01065	0.01867	9434.22257	2955.82632	1.0033
log_titer_intercept_decentered[31]	0.01063	0.01834	8509.34583	3186.57167	1.00053
log_titer_intercept_decentered[32]	0.01101	0.01802	8266.1002	2875.75784	1.00073
log_titer_intercept_decentered[33]	0.0111	0.01883	8851.71947	3142.9181	1.00028
log_titer_intercept_decentered[34]	0.01137	0.01768	7656.92748	2706.13684	1.00134
log_titer_intercept_decentered[35]	0.01084	0.01949	8692.2785	2651.32762	1.00029
log_titer_intercept_loc[0]	0.00877	0.00621	1823.2694	2264.60748	1.00198
log_titer_intercept_scale[0]	0.00108	0.00076	3711.80494	2761.04409	1.00149
predicted_log_titer[0]	0.00399	0.00282	6363.46488	2916.16713	1.00109
predicted_log_titer[1]	0.00381	0.00269	5172.10349	2718.21415	1.00086
predicted_log_titer[2]	0.00545	0.00617	7042.03471	3140.06491	1.00066
predicted_log_titer[3]	0.08182	0.05786	1896.07259	2437.32335	1.00103
predicted_log_titer[4]	0.08094	0.05724	1939.57115	2054.30745	1.00088
predicted_log_titer[5]	0.08077	0.05712	1961.35664	2457.12911	1.00089
predicted_log_titer[6]	0.1261	0.08918	1867.41219	2452.71917	1.0011
predicted_log_titer[7]	0.12548	0.08874	1900.17177	2135.6536	1.0009
predicted_log_titer[8]	0.12568	0.08888	1901.06423	2466.08081	1.00134
predicted_log_titer[9]	0.00282	0.00199	7074.69211	3160.16671	1.00058
predicted_log_titer[10]	0.00354	0.0025	6722.67691	3303.4161	1.00244
predicted_log_titer[11]	0.00259	0.00183	8156.48659	3393.38805	1.00182
predicted_log_titer[12]	0.00302	0.00213	7748.74559	3244.56772	1.00066
predicted_log_titer[13]	0.00298	0.00211	6611.46539	2986.37423	1.00208
predicted_log_titer[14]	0.00314	0.00222	5939.7447	3598.11219	1.00001
predicted_log_titer[15]	0.16863	0.11926	1917.79496	2189.4169	1.00113
predicted_log_titer[16]	0.16956	0.11992	1893.94276	2187.75285	1.00111
predicted_log_titer[17]	0.1701	0.12029	1879.79653	2376.53062	1.00102
predicted_log_titer[18]	0.01125	0.00822	3945.36098	3114.70558	1.00129
predicted_log_titer[19]	0.01116	0.00828	3935.37715	2902.11519	1.00035
predicted_log_titer[20]	0.01109	0.00798	3895.731	3168.09746	0.99985
predicted_log_titer[21]	0.25879	0.18302	1879.03071	2250.04592	1.00099
predicted_log_titer[22]	0.25902	0.18318	1872.93547	2404.23857	1.00099
predicted_log_titer[23]	0.25889	0.18309	1875.88749	2318.90622	1.00103
predicted_log_titer[24]	0.01961	0.01387	2582.52686	2779.83275	1.00094
predicted_log_titer[25]	0.0192	0.0136	2743.80917	3160.20088	1.00108
predicted_log_titer[26]	0.01926	0.01362	2684.73153	2596.11658	1.00089
predicted_log_titer[27]	0.0032	0.00226	8197.33291	3324.87373	1.00115
predicted_log_titer[28]	0.00254	0.00179	9679.33274	2970.04906	1.0004
predicted_log_titer[29]	0.00306	0.00217	6848.68831	3123.50763	1.00171
predicted_log_titer[30]	0.03731	0.02638	2089.14453	2234.84751	1.00054
predicted_log_titer[31]	0.03621	0.02561	2182.60901	2162.91357	1.00108
predicted_log_titer[32]	0.03717	0.02629	2067.71949	2255.26026	1.00187
predicted_log_titer[33]	0.05895	0.04169	2023.68836	2192.19464	1.00124
predicted_log_titer[34]	0.05883	0.04161	1969.71227	2114.49852	1.00081
predicted_log_titer[35]	0.05942	0.04202	1965.16096	2062.28039	1.00102
